date,side,variant,regime,structure,ss,ls,sm,lm,entry,pnl,spot,settle,exp
2024-12-17,call,50d_skip_bear,BULL,BPC,6055.0,6045.0,33.75,29.45,4.1,-590.97,6050.61,6040.04,2024-12-24
2024-12-17,call,em75_always_bull,BULL,BCD,6110.0,6100.0,11.3,14.05,2.95,-295.97,6050.61,6040.04,2024-12-24
2024-12-17,call,em75_always_short,BULL,BCC,6100.0,6110.0,14.05,11.3,2.55,254.03,6050.61,6040.04,2024-12-24
2024-12-17,call,em75_regime_follow,BULL,BCD,6110.0,6100.0,11.3,14.05,2.95,-295.97,6050.61,6040.04,2024-12-24
2024-12-17,call,em75_skip_bear,BULL,BCD,6110.0,6100.0,11.3,14.05,2.95,-295.97,6050.61,6040.04,2024-12-24
2024-12-18,put,put_regime,BULL,BPC,5780.0,5770.0,37.05,35.3,1.55,154.03,5872.16,6037.59,2024-12-26
2024-12-19,call,50d_always_bull,BULL,BPC,5875.0,5865.0,50.85,47.05,3.6,359.03,5867.08,6037.59,2024-12-26
2024-12-19,call,50d_regime_follow,BULL,BPC,5875.0,5865.0,50.85,47.05,3.6,359.03,5867.08,6037.59,2024-12-26
2024-12-19,call,50d_skip_bear,BULL,BPC,5875.0,5865.0,50.85,47.05,3.6,359.03,5867.08,6037.59,2024-12-26
2024-12-19,call,em75_always_bull,BULL,BCD,5960.0,5950.0,16.05,19.3,3.45,654.03,5867.08,6037.59,2024-12-26
2024-12-19,call,em75_always_short,BULL,BCC,5950.0,5960.0,19.3,16.05,3.05,-695.97,5867.08,6037.59,2024-12-26
2024-12-19,call,em75_regime_follow,BULL,BCD,5960.0,5950.0,16.05,19.3,3.45,654.03,5867.08,6037.59,2024-12-26
2024-12-19,call,em75_skip_bear,BULL,BCD,5960.0,5950.0,16.05,19.3,3.45,654.03,5867.08,6037.59,2024-12-26
2024-12-19,put,put_regime,BULL,BPC,5775.0,5765.0,30.2,28.45,1.55,154.03,5867.08,5970.84,2024-12-27
2024-12-20,call,50d_always_bull,BULL,BPC,5940.0,5930.0,46.0,42.2,3.6,359.03,5930.85,5970.84,2024-12-27
2024-12-20,call,50d_regime_follow,BULL,BPC,5940.0,5930.0,46.0,42.2,3.6,359.03,5930.85,5970.84,2024-12-27
2024-12-20,call,50d_skip_bear,BULL,BPC,5940.0,5930.0,46.0,42.2,3.6,359.03,5930.85,5970.84,2024-12-27
2024-12-20,call,em75_always_bull,BULL,BCD,6010.0,6000.0,10.3,13.35,3.25,-325.97,5930.85,5970.84,2024-12-27
2024-12-20,call,em75_always_short,BULL,BCC,6000.0,6010.0,13.35,10.3,2.85,284.03,5930.85,5970.84,2024-12-27
2024-12-20,call,em75_regime_follow,BULL,BCD,6010.0,6000.0,10.3,13.35,3.25,-325.97,5930.85,5970.84,2024-12-27
2024-12-20,call,em75_skip_bear,BULL,BCD,6010.0,6000.0,10.3,13.35,3.25,-325.97,5930.85,5970.84,2024-12-27
2024-12-20,put,put_regime,BULL,BPC,5855.0,5845.0,27.55,25.65,1.7,169.03,5930.85,5906.94,2024-12-30
2024-12-23,call,50d_always_bull,BULL,BPC,5980.0,5970.0,38.6,34.3,4.1,-590.97,5974.07,5906.94,2024-12-30
2024-12-23,call,50d_regime_follow,BULL,BPC,5980.0,5970.0,38.6,34.3,4.1,-590.97,5974.07,5906.94,2024-12-30
2024-12-23,call,50d_skip_bear,BULL,BPC,5980.0,5970.0,38.6,34.3,4.1,-590.97,5974.07,5906.94,2024-12-30
2024-12-23,call,em75_always_bull,BULL,BCD,6040.0,6030.0,8.85,12.0,3.35,-335.97,5974.07,5906.94,2024-12-30
2024-12-23,call,em75_always_short,BULL,BCC,6030.0,6040.0,12.0,8.85,2.95,294.03,5974.07,5906.94,2024-12-30
2024-12-23,call,em75_regime_follow,BULL,BCD,6040.0,6030.0,8.85,12.0,3.35,-335.97,5974.07,5906.94,2024-12-30
2024-12-23,call,em75_skip_bear,BULL,BCD,6040.0,6030.0,8.85,12.0,3.35,-335.97,5974.07,5906.94,2024-12-30
2024-12-23,put,put_regime,BULL,BPC,5910.0,5900.0,22.85,21.05,1.6,-840.97,5974.07,5881.63,2024-12-31
2024-12-26,put,put_regime,BEAR,BPD,5980.0,5990.0,15.5,17.45,2.15,784.03,6037.59,5942.47,2025-01-03
2024-12-27,call,50d_always_bull,BULL,BPC,5980.0,5970.0,38.0,33.8,4.0,-600.97,5970.84,5942.47,2025-01-03
2024-12-27,call,50d_regime_follow,BULL,BPC,5980.0,5970.0,38.0,33.8,4.0,-600.97,5970.84,5942.47,2025-01-03
2024-12-27,call,50d_skip_bear,BULL,BPC,5980.0,5970.0,38.0,33.8,4.0,-600.97,5970.84,5942.47,2025-01-03
2024-12-27,call,em75_always_bull,BULL,BCD,6040.0,6030.0,12.35,15.55,3.4,-340.97,5970.84,5942.47,2025-01-03
2024-12-27,call,em75_always_short,BULL,BCC,6030.0,6040.0,15.55,12.35,3.0,299.03,5970.84,5942.47,2025-01-03
2024-12-27,call,em75_regime_follow,BULL,BCD,6040.0,6030.0,12.35,15.55,3.4,-340.97,5970.84,5942.47,2025-01-03
2024-12-27,call,em75_skip_bear,BULL,BCD,6040.0,6030.0,12.35,15.55,3.4,-340.97,5970.84,5942.47,2025-01-03
2024-12-27,put,put_regime,BULL,BPC,5905.0,5895.0,18.55,16.5,1.85,184.03,5970.84,5975.38,2025-01-06
2024-12-30,call,50d_always_bull,BULL,BPC,5915.0,5905.0,46.4,41.65,4.55,454.03,5906.94,5975.38,2025-01-06
2024-12-30,call,50d_regime_follow,BULL,BPC,5915.0,5905.0,46.4,41.65,4.55,454.03,5906.94,5975.38,2025-01-06
2024-12-30,call,50d_skip_bear,BULL,BPC,5915.0,5905.0,46.4,41.65,4.55,454.03,5906.94,5975.38,2025-01-06
2024-12-30,call,em75_always_bull,BULL,BCD,5980.0,5970.0,14.05,16.95,3.1,227.02,5906.94,5975.38,2025-01-06
2024-12-30,call,em75_always_short,BULL,BCC,5970.0,5980.0,16.95,14.05,2.7,-268.96,5906.94,5975.38,2025-01-06
2024-12-30,call,em75_regime_follow,BULL,BCD,5980.0,5970.0,14.05,16.95,3.1,227.02,5906.94,5975.38,2025-01-06
2024-12-30,call,em75_skip_bear,BULL,BCD,5980.0,5970.0,14.05,16.95,3.1,227.02,5906.94,5975.38,2025-01-06
2024-12-30,put,put_regime,BULL,BPC,5835.0,5825.0,22.15,19.75,2.2,219.03,5906.94,5909.03,2025-01-07
2024-12-31,call,50d_always_bull,BULL,BPC,5890.0,5880.0,41.3,36.85,4.25,424.03,5881.63,5909.03,2025-01-07
2024-12-31,call,50d_regime_follow,BULL,BPC,5890.0,5880.0,41.3,36.85,4.25,424.03,5881.63,5909.03,2025-01-07
2024-12-31,call,50d_skip_bear,BULL,BPC,5890.0,5880.0,41.3,36.85,4.25,424.03,5881.63,5909.03,2025-01-07
2024-12-31,call,em75_always_bull,BULL,BCD,5955.0,5945.0,16.1,19.2,3.3,-330.97,5881.63,5909.03,2025-01-07
2024-12-31,call,em75_always_short,BULL,BCC,5945.0,5955.0,19.2,16.1,2.9,289.03,5881.63,5909.03,2025-01-07
2024-12-31,call,em75_regime_follow,BULL,BCD,5955.0,5945.0,16.1,19.2,3.3,-330.97,5881.63,5909.03,2025-01-07
2024-12-31,call,em75_skip_bear,BULL,BCD,5955.0,5945.0,16.1,19.2,3.3,-330.97,5881.63,5909.03,2025-01-07
2024-12-31,put,put_regime,BULL,BPC,5810.0,5800.0,18.8,16.65,1.95,194.03,5881.63,5918.25,2025-01-08
2025-01-02,put,put_regime,BULL,BPC,5790.0,5780.0,22.7,20.45,2.05,204.03,5868.55,5827.04,2025-01-10
2025-01-03,call,50d_always_bull,BULL,BPC,5950.0,5940.0,43.45,38.9,4.35,-565.97,5942.47,5827.04,2025-01-10
2025-01-03,call,50d_regime_follow,BULL,BPC,5950.0,5940.0,43.45,38.9,4.35,-565.97,5942.47,5827.04,2025-01-10
2025-01-03,call,50d_skip_bear,BULL,BPC,5950.0,5940.0,43.45,38.9,4.35,-565.97,5942.47,5827.04,2025-01-10
2025-01-03,call,em75_always_bull,BULL,BCD,6015.0,6005.0,10.5,13.3,3.0,-300.97,5942.47,5827.04,2025-01-10
2025-01-03,call,em75_always_short,BULL,BCC,6005.0,6015.0,13.3,10.5,2.6,259.03,5942.47,5827.04,2025-01-10
2025-01-03,call,em75_regime_follow,BULL,BCD,6015.0,6005.0,10.5,13.3,3.0,-300.97,5942.47,5827.04,2025-01-10
2025-01-03,call,em75_skip_bear,BULL,BCD,6015.0,6005.0,10.5,13.3,3.0,-300.97,5942.47,5827.04,2025-01-10
2025-01-03,put,put_regime,BULL,BPC,5875.0,5865.0,21.5,19.2,2.1,-790.97,5942.47,5836.22,2025-01-13
2025-01-06,call,50d_always_bull,BULL,BPC,5980.0,5970.0,35.7,31.75,3.75,-625.97,5975.38,5836.22,2025-01-13
2025-01-06,call,50d_regime_follow,BULL,BPC,5980.0,5970.0,35.7,31.75,3.75,-625.97,5975.38,5836.22,2025-01-13
2025-01-06,call,50d_skip_bear,BULL,BPC,5980.0,5970.0,35.7,31.75,3.75,-625.97,5975.38,5836.22,2025-01-13
2025-01-06,call,em75_always_bull,BULL,BCD,6045.0,6035.0,12.65,15.9,3.45,-345.97,5975.38,5836.22,2025-01-13
2025-01-06,call,em75_always_short,BULL,BCC,6035.0,6045.0,15.9,12.65,3.05,304.03,5975.38,5836.22,2025-01-13
2025-01-06,call,em75_regime_follow,BULL,BCD,6045.0,6035.0,12.65,15.9,3.45,-345.97,5975.38,5836.22,2025-01-13
2025-01-06,call,em75_skip_bear,BULL,BCD,6045.0,6035.0,12.65,15.9,3.45,-345.97,5975.38,5836.22,2025-01-13
2025-01-06,put,put_regime,BULL,BPC,5910.0,5900.0,18.05,16.05,1.8,-820.97,5975.38,5842.91,2025-01-14
2025-01-07,call,50d_always_bull,BULL,BPC,5915.0,5905.0,45.25,40.85,4.2,-580.97,5909.03,5842.91,2025-01-14
2025-01-07,call,50d_regime_follow,BULL,BPC,5915.0,5905.0,45.25,40.85,4.2,-580.97,5909.03,5842.91,2025-01-14
2025-01-07,call,50d_skip_bear,BULL,BPC,5915.0,5905.0,45.25,40.85,4.2,-580.97,5909.03,5842.91,2025-01-14
2025-01-07,call,em75_always_bull,BULL,BCD,5985.0,5975.0,15.0,18.1,3.3,-330.97,5909.03,5842.91,2025-01-14
2025-01-07,call,em75_always_short,BULL,BCC,5975.0,5985.0,18.1,15.0,2.9,289.03,5909.03,5842.91,2025-01-14
2025-01-07,call,em75_regime_follow,BULL,BCD,5985.0,5975.0,15.0,18.1,3.3,-330.97,5909.03,5842.91,2025-01-14
2025-01-07,call,em75_skip_bear,BULL,BCD,5985.0,5975.0,15.0,18.1,3.3,-330.97,5909.03,5842.91,2025-01-14
2025-01-07,put,put_regime,BULL,BPC,5830.0,5820.0,22.7,20.5,2.0,199.03,5909.03,5949.91,2025-01-15
2025-01-08,call,50d_always_bull,BULL,BPC,5925.0,5915.0,52.3,47.6,4.5,449.03,5918.25,5949.91,2025-01-15
2025-01-08,call,50d_regime_follow,BULL,BPC,5925.0,5915.0,52.3,47.6,4.5,449.03,5918.25,5949.91,2025-01-15
2025-01-08,call,50d_skip_bear,BULL,BPC,5925.0,5915.0,52.3,47.6,4.5,449.03,5918.25,5949.91,2025-01-15
2025-01-08,call,em75_always_bull,BULL,BCD,6000.0,5990.0,12.8,15.6,3.0,-300.97,5918.25,5949.91,2025-01-15
2025-01-08,call,em75_always_short,BULL,BCC,5990.0,6000.0,15.6,12.8,2.6,259.03,5918.25,5949.91,2025-01-15
2025-01-08,call,em75_regime_follow,BULL,BCD,6000.0,5990.0,12.8,15.6,3.0,-300.97,5918.25,5949.91,2025-01-15
2025-01-08,call,em75_skip_bear,BULL,BCD,6000.0,5990.0,12.8,15.6,3.0,-300.97,5918.25,5949.91,2025-01-15
2025-01-08,put,put_regime,BULL,BPC,5840.0,5830.0,25.95,23.55,2.2,219.03,5918.25,5937.34,2025-01-16
2025-01-09,call,50d_always_bull,BULL,BPC,5915.0,5905.0,55.55,51.1,4.25,424.03,5905.0,5937.34,2025-01-16
2025-01-09,call,50d_regime_follow,BULL,BPC,5915.0,5905.0,55.55,51.1,4.25,424.03,5905.0,5937.34,2025-01-16
2025-01-09,call,50d_skip_bear,BULL,BPC,5915.0,5905.0,55.55,51.1,4.25,424.03,5905.0,5937.34,2025-01-16
2025-01-09,call,em75_always_bull,BULL,BCD,5990.0,5980.0,15.45,18.45,3.2,-320.97,5905.0,5937.34,2025-01-16
2025-01-09,call,em75_always_short,BULL,BCC,5980.0,5990.0,18.45,15.45,2.8,279.03,5905.0,5937.34,2025-01-16
2025-01-09,call,em75_regime_follow,BULL,BCD,5990.0,5980.0,15.45,18.45,3.2,-320.97,5905.0,5937.34,2025-01-16
2025-01-09,call,em75_skip_bear,BULL,BCD,5990.0,5980.0,15.45,18.45,3.2,-320.97,5905.0,5937.34,2025-01-16
2025-01-09,put,put_regime,BULL,BPC,5825.0,5815.0,27.8,25.45,2.15,214.03,5910.0,5996.66,2025-01-17
2025-01-10,call,50d_always_bull,BULL,BPC,5835.0,5825.0,58.8,54.2,4.4,439.03,5827.04,5996.66,2025-01-17
2025-01-10,call,50d_regime_follow,BULL,BPC,5835.0,5825.0,58.8,54.2,4.4,439.03,5827.04,5996.66,2025-01-17
2025-01-10,call,50d_skip_bear,BULL,BPC,5835.0,5825.0,58.8,54.2,4.4,439.03,5827.04,5996.66,2025-01-17
2025-01-10,call,em75_always_bull,BULL,BCD,5920.0,5910.0,16.4,19.2,3.0,699.03,5827.04,5996.66,2025-01-17
2025-01-10,call,em75_always_short,BULL,BCC,5910.0,5920.0,19.2,16.4,2.6,-740.97,5827.04,5996.66,2025-01-17
2025-01-10,call,em75_regime_follow,BULL,BCD,5920.0,5910.0,16.4,19.2,3.0,699.03,5827.04,5996.66,2025-01-17
2025-01-10,call,em75_skip_bear,BULL,BCD,5920.0,5910.0,16.4,19.2,3.0,699.03,5827.04,5996.66,2025-01-17
2025-01-13,put,put_regime,BULL,BPC,5750.0,5740.0,23.35,21.2,1.95,194.03,5836.22,6049.24,2025-01-21
2025-01-14,call,50d_regime_follow,BEAR,BPD,5840.0,5850.0,44.95,49.1,4.35,-435.97,5842.91,6049.24,2025-01-21
2025-01-14,call,em75_always_short,BEAR,BCC,5920.0,5930.0,22.3,19.0,3.1,-690.97,5842.91,6049.24,2025-01-21
2025-01-14,call,em75_regime_follow,BEAR,BCC,5920.0,5930.0,22.3,19.0,3.1,-690.97,5842.91,6049.24,2025-01-21
2025-01-14,put,put_regime,BEAR,BPD,5750.0,5760.0,21.95,24.1,2.35,-235.97,5842.91,6086.37,2025-01-22
2025-01-15,call,50d_always_bull,BULL,BPC,5955.0,5945.0,38.3,34.0,4.1,409.03,5949.91,6086.37,2025-01-22
2025-01-15,call,50d_regime_follow,BULL,BPC,5955.0,5945.0,38.3,34.0,4.1,409.03,5949.91,6086.37,2025-01-22
2025-01-15,call,50d_skip_bear,BULL,BPC,5955.0,5945.0,38.3,34.0,4.1,409.03,5949.91,6086.37,2025-01-22
2025-01-15,call,em75_always_bull,BULL,BCD,6015.0,6005.0,11.4,14.25,3.05,694.03,5949.91,6086.37,2025-01-22
2025-01-15,call,em75_always_short,BULL,BCC,6005.0,6015.0,14.25,11.4,2.65,-735.97,5949.91,6086.37,2025-01-22
2025-01-15,call,em75_regime_follow,BULL,BCD,6015.0,6005.0,11.4,14.25,3.05,694.03,5949.91,6086.37,2025-01-22
2025-01-15,call,em75_skip_bear,BULL,BCD,6015.0,6005.0,11.4,14.25,3.05,694.03,5949.91,6086.37,2025-01-22
2025-01-15,put,put_regime,BULL,BPC,5885.0,5875.0,19.55,17.45,1.9,189.03,5949.91,6118.71,2025-01-23
2025-01-16,call,50d_always_bull,BULL,BPC,5945.0,5935.0,44.55,39.85,4.5,449.03,5937.34,6118.71,2025-01-23
2025-01-16,call,50d_regime_follow,BULL,BPC,5945.0,5935.0,44.55,39.85,4.5,449.03,5937.34,6118.71,2025-01-23
2025-01-16,call,50d_skip_bear,BULL,BPC,5945.0,5935.0,44.55,39.85,4.5,449.03,5937.34,6118.71,2025-01-23
2025-01-16,call,em75_always_bull,BULL,BCD,6010.0,6000.0,11.05,13.65,2.8,719.03,5937.34,6118.71,2025-01-23
2025-01-16,call,em75_always_short,BULL,BCC,6000.0,6010.0,13.65,11.05,2.4,-760.97,5937.34,6118.71,2025-01-23
2025-01-16,call,em75_regime_follow,BULL,BCD,6010.0,6000.0,11.05,13.65,2.8,719.03,5937.34,6118.71,2025-01-23
2025-01-16,call,em75_skip_bear,BULL,BCD,6010.0,6000.0,11.05,13.65,2.8,719.03,5937.34,6118.71,2025-01-23
2025-01-16,put,put_regime,BULL,BPC,5870.0,5860.0,22.45,20.1,2.15,214.03,5937.34,6101.24,2025-01-24
2025-01-17,call,em75_always_short,BULL,BCC,6055.0,6065.0,16.45,13.45,2.8,-720.97,5996.66,6101.24,2025-01-24
2025-01-20,call,50d_always_bull,BULL,BPC,6035.0,6025.0,45.4,40.8,4.4,-560.97,6030.0,6012.28,2025-01-27
2025-01-20,call,50d_regime_follow,BULL,BPC,6035.0,6025.0,45.4,40.8,4.4,-560.97,6030.0,6012.28,2025-01-27
2025-01-20,call,50d_skip_bear,BULL,BPC,6035.0,6025.0,45.4,40.8,4.4,-560.97,6030.0,6012.28,2025-01-27
2025-01-20,call,em75_always_bull,BULL,BCD,6105.0,6095.0,11.8,14.45,2.85,-285.97,6030.0,6012.28,2025-01-27
2025-01-20,call,em75_always_short,BULL,BCC,6095.0,6105.0,14.45,11.8,2.45,244.03,6030.0,6012.28,2025-01-27
2025-01-20,call,em75_regime_follow,BULL,BCD,6105.0,6095.0,11.8,14.45,2.85,-285.97,6030.0,6012.28,2025-01-27
2025-01-20,call,em75_skip_bear,BULL,BCD,6105.0,6095.0,11.8,14.45,2.85,-285.97,6030.0,6012.28,2025-01-27
2025-01-20,put,put_regime,BULL,BPC,5960.0,5950.0,22.05,19.8,2.05,204.03,6030.0,6067.7,2025-01-28
2025-01-21,call,50d_always_bull,BEAR,BPC,6055.0,6045.0,31.8,27.55,4.05,404.03,6049.24,6067.7,2025-01-28
2025-01-21,call,50d_regime_follow,BEAR,BPD,6045.0,6055.0,27.55,31.8,4.45,-445.97,6049.24,6067.7,2025-01-28
2025-01-21,call,em75_always_bull,BEAR,BCD,6110.0,6100.0,12.6,15.8,3.4,-340.97,6049.24,6067.7,2025-01-28
2025-01-21,call,em75_always_short,BEAR,BCC,6100.0,6110.0,15.8,12.6,3.0,299.03,6049.24,6067.7,2025-01-28
2025-01-21,call,em75_regime_follow,BEAR,BCC,6100.0,6110.0,15.8,12.6,3.0,299.03,6049.24,6067.7,2025-01-28
2025-01-21,put,put_regime,BEAR,BPD,5975.0,5985.0,14.8,16.75,2.15,-215.97,6049.24,6039.31,2025-01-29
2025-01-22,call,em75_always_short,BULL,BCC,6140.0,6150.0,12.55,9.85,2.5,249.03,6086.37,6039.31,2025-01-29
2025-01-23,call,50d_always_bull,BULL,BPC,6125.0,6115.0,40.6,35.9,4.5,-550.97,6118.71,6071.17,2025-01-30
2025-01-23,call,50d_regime_follow,BULL,BPC,6125.0,6115.0,40.6,35.9,4.5,-550.97,6118.71,6071.17,2025-01-30
2025-01-23,call,50d_skip_bear,BULL,BPC,6125.0,6115.0,40.6,35.9,4.5,-550.97,6118.71,6071.17,2025-01-30
2025-01-23,call,em75_always_bull,BULL,BCD,6185.0,6175.0,9.65,12.3,2.85,-285.97,6118.71,6071.17,2025-01-30
2025-01-23,call,em75_always_short,BULL,BCC,6175.0,6185.0,12.3,9.65,2.45,244.03,6118.71,6071.17,2025-01-30
2025-01-23,call,em75_regime_follow,BULL,BCD,6185.0,6175.0,9.65,12.3,2.85,-285.97,6118.71,6071.17,2025-01-30
2025-01-23,call,em75_skip_bear,BULL,BCD,6185.0,6175.0,9.65,12.3,2.85,-285.97,6118.71,6071.17,2025-01-30
2025-01-23,put,put_regime,BULL,BPC,6055.0,6045.0,20.75,18.55,2.0,-800.97,6118.71,6040.53,2025-01-31
2025-01-24,call,50d_always_bull,BULL,BPC,6110.0,6100.0,42.45,37.85,4.4,-560.97,6101.24,6040.53,2025-01-31
2025-01-24,call,50d_regime_follow,BULL,BPC,6110.0,6100.0,42.45,37.85,4.4,-560.97,6101.24,6040.53,2025-01-31
2025-01-24,call,50d_skip_bear,BULL,BPC,6110.0,6100.0,42.45,37.85,4.4,-560.97,6101.24,6040.53,2025-01-31
2025-01-24,call,em75_always_bull,BULL,BCD,6170.0,6160.0,12.05,14.9,3.05,-305.97,6101.24,6040.53,2025-01-31
2025-01-24,call,em75_always_short,BULL,BCC,6160.0,6170.0,14.9,12.05,2.65,264.03,6101.24,6040.53,2025-01-31
2025-01-24,call,em75_regime_follow,BULL,BCD,6170.0,6160.0,12.05,14.9,3.05,-305.97,6101.24,6040.53,2025-01-31
2025-01-24,call,em75_skip_bear,BULL,BCD,6170.0,6160.0,12.05,14.9,3.05,-305.97,6101.24,6040.53,2025-01-31
2025-01-24,put,put_regime,BULL,BPC,6035.0,6025.0,19.65,17.45,2.0,-800.97,6101.24,5994.57,2025-02-03
2025-01-27,call,50d_always_bull,BULL,BPC,6020.0,6010.0,49.85,45.65,4.0,-600.97,6012.28,5994.57,2025-02-03
2025-01-27,call,50d_regime_follow,BULL,BPC,6020.0,6010.0,49.85,45.65,4.0,-600.97,6012.28,5994.57,2025-02-03
2025-01-27,call,50d_skip_bear,BULL,BPC,6020.0,6010.0,49.85,45.65,4.0,-600.97,6012.28,5994.57,2025-02-03
2025-01-27,call,em75_always_bull,BULL,BCD,6100.0,6090.0,18.35,21.55,3.4,-340.97,6012.28,5994.57,2025-02-03
2025-01-27,call,em75_always_short,BULL,BCC,6090.0,6100.0,21.55,18.35,3.0,299.03,6012.28,5994.57,2025-02-03
2025-01-27,call,em75_regime_follow,BULL,BCD,6100.0,6090.0,18.35,21.55,3.4,-340.97,6012.28,5994.57,2025-02-03
2025-01-27,call,em75_skip_bear,BULL,BCD,6100.0,6090.0,18.35,21.55,3.4,-340.97,6012.28,5994.57,2025-02-03
2025-01-27,put,put_regime,BULL,BPC,5930.0,5920.0,24.35,22.25,1.9,189.03,6012.28,6037.88,2025-02-04
2025-01-28,call,50d_always_bull,BULL,BPC,6075.0,6065.0,51.1,46.45,4.45,-555.97,6067.7,6037.88,2025-02-04
2025-01-28,call,50d_regime_follow,BULL,BPC,6075.0,6065.0,51.1,46.45,4.45,-555.97,6067.7,6037.88,2025-02-04
2025-01-28,call,50d_skip_bear,BULL,BPC,6075.0,6065.0,51.1,46.45,4.45,-555.97,6067.7,6037.88,2025-02-04
2025-01-28,call,em75_always_bull,BULL,BCD,6145.0,6135.0,13.7,16.5,3.0,-300.97,6067.7,6037.88,2025-02-04
2025-01-28,call,em75_always_short,BULL,BCC,6135.0,6145.0,16.5,13.7,2.6,259.03,6067.7,6037.88,2025-02-04
2025-01-28,call,em75_regime_follow,BULL,BCD,6145.0,6135.0,13.7,16.5,3.0,-300.97,6067.7,6037.88,2025-02-04
2025-01-28,call,em75_skip_bear,BULL,BCD,6145.0,6135.0,13.7,16.5,3.0,-300.97,6067.7,6037.88,2025-02-04
2025-01-28,put,put_regime,BULL,BPC,5995.0,5985.0,26.0,23.6,2.2,219.03,6067.7,6061.48,2025-02-05
2025-01-29,call,50d_always_bull,BULL,BPC,6045.0,6035.0,44.35,40.1,4.05,404.03,6039.31,6061.48,2025-02-05
2025-01-29,call,50d_regime_follow,BULL,BPC,6045.0,6035.0,44.35,40.1,4.05,404.03,6039.31,6061.48,2025-02-05
2025-01-29,call,50d_skip_bear,BULL,BPC,6045.0,6035.0,44.35,40.1,4.05,404.03,6039.31,6061.48,2025-02-05
2025-01-29,call,em75_always_bull,BULL,BCD,6120.0,6110.0,17.2,20.45,3.45,-345.97,6039.31,6061.48,2025-02-05
2025-01-29,call,em75_always_short,BULL,BCC,6110.0,6120.0,20.45,17.2,3.05,304.03,6039.31,6061.48,2025-02-05
2025-01-29,call,em75_regime_follow,BULL,BCD,6120.0,6110.0,17.2,20.45,3.45,-345.97,6039.31,6061.48,2025-02-05
2025-01-29,call,em75_skip_bear,BULL,BCD,6120.0,6110.0,17.2,20.45,3.45,-345.97,6039.31,6061.48,2025-02-05
2025-01-29,put,put_regime,BULL,BPC,5965.0,5955.0,21.4,19.25,1.95,194.03,6039.31,6083.57,2025-02-06
2025-01-30,call,50d_always_bull,BULL,BPC,6080.0,6070.0,48.4,43.6,4.6,459.03,6071.17,6083.57,2025-02-06
2025-01-30,call,50d_regime_follow,BULL,BPC,6080.0,6070.0,48.4,43.6,4.6,459.03,6071.17,6083.57,2025-02-06
2025-01-30,call,50d_skip_bear,BULL,BPC,6080.0,6070.0,48.4,43.6,4.6,459.03,6071.17,6083.57,2025-02-06
2025-01-30,call,em75_always_bull,BULL,BCD,6145.0,6135.0,11.15,13.85,2.9,-290.97,6071.17,6083.57,2025-02-06
2025-01-30,call,em75_always_short,BULL,BCC,6135.0,6145.0,13.85,11.15,2.5,249.03,6071.17,6083.57,2025-02-06
2025-01-30,call,em75_regime_follow,BULL,BCD,6145.0,6135.0,11.15,13.85,2.9,-290.97,6071.17,6083.57,2025-02-06
2025-01-30,call,em75_skip_bear,BULL,BCD,6145.0,6135.0,11.15,13.85,2.9,-290.97,6071.17,6083.57,2025-02-06
2025-01-30,put,put_regime,BULL,BPC,5995.0,5985.0,24.3,22.0,2.1,209.03,6071.17,6025.99,2025-02-07
2025-01-31,call,50d_always_bull,BULL,BPC,6050.0,6040.0,53.25,48.75,4.3,-570.97,6040.53,6025.99,2025-02-07
2025-01-31,call,50d_regime_follow,BULL,BPC,6050.0,6040.0,53.25,48.75,4.3,-570.97,6040.53,6025.99,2025-02-07
2025-01-31,call,50d_skip_bear,BULL,BPC,6050.0,6040.0,53.25,48.75,4.3,-570.97,6040.53,6025.99,2025-02-07
2025-01-31,call,em75_always_bull,BULL,BCD,6125.0,6115.0,15.1,18.1,3.2,-320.97,6040.53,6025.99,2025-02-07
2025-01-31,call,em75_always_short,BULL,BCC,6115.0,6125.0,18.1,15.1,2.8,279.03,6040.53,6025.99,2025-02-07
2025-01-31,call,em75_regime_follow,BULL,BCD,6125.0,6115.0,15.1,18.1,3.2,-320.97,6040.53,6025.99,2025-02-07
2025-01-31,call,em75_skip_bear,BULL,BCD,6125.0,6115.0,15.1,18.1,3.2,-320.97,6040.53,6025.99,2025-02-07
2025-01-31,put,put_regime,BULL,BPC,5960.0,5950.0,25.75,23.35,2.2,219.03,6040.53,6066.44,2025-02-10
2025-02-03,call,50d_regime_follow,BEAR,BPD,5990.0,6000.0,36.1,39.5,3.6,-360.97,5994.57,6066.44,2025-02-10
2025-02-03,call,em75_always_short,BEAR,BCC,6080.0,6090.0,30.15,26.25,3.7,369.03,5994.57,6066.44,2025-02-10
2025-02-03,call,em75_regime_follow,BEAR,BCC,6080.0,6090.0,30.15,26.25,3.7,369.03,5994.57,6066.44,2025-02-10
2025-02-03,put,put_regime,BEAR,BPD,5895.0,5905.0,16.85,18.5,1.85,-185.97,5994.57,6068.5,2025-02-11
2025-02-04,call,em75_always_short,BULL,BCC,6110.0,6120.0,12.4,9.95,2.25,224.03,6037.88,6068.5,2025-02-11
2025-02-05,call,em75_always_short,BULL,BCC,6130.0,6140.0,16.25,13.15,2.9,289.03,6061.48,6051.97,2025-02-12
2025-02-06,call,em75_always_short,BULL,BCC,6145.0,6155.0,11.9,9.25,2.45,244.03,6083.57,6115.07,2025-02-13
